REG_Number,Department,Graduation_Year,CGPA,Internship,Internship_Months,Projects_Count,Certifications_Count,Python_Skill,SQL_Skill,DSA_Skill,DBMS_Skill,OOP_Skill,Computer_Networks_Skill,Operating_Systems_Skill,Web_Development_Skill,Cloud_Computing_Skill,Machine_Learning_Skill,Communication_Skill,Problem_Solving_Skill,Industry_Python_Required,Industry_SQL_Required,Industry_DSA_Required,Industry_DBMS_Required,Industry_OOP_Required,Industry_Computer_Networks_Required,Industry_Operating_Systems_Required,Industry_Web_Development_Required,Industry_Cloud_Computing_Required,Industry_Machine_Learning_Required,Industry_Communication_Required,Industry_Problem_Solving_Required,Python_Gap,SQL_Gap,DSA_Gap,DBMS_Gap,OOP_Gap,Computer_Networks_Gap,Operating_Systems_Gap,Web_Development_Gap,Cloud_Computing_Gap,Machine_Learning_Gap,Communication_Gap,Problem_Solving_Gap,Overall_Skill_Gap,Skill_Alignment_Percentage,Placement_Status,event_timestamp
231FA04081,CSE-DS,2027,7.8,Yes,4,7,1,8.2,7.3,6.5,6.4,7.7,6.3,8.8,9.1,7.3,8.8,6.9,6.5,8,8,8,8,8,7,7,7,7,6,9,8,0,0.7,1.5,1.6,0.3,0.7,0,0,0,0,2.1,1.5,0.7,93,Placed,2026-01-21 00:00:00
231FA04082,CSE-AIML,2027,6.51,Yes,4,2,3,8.1,8.7,9.1,7.1,7.8,7.1,8.4,7.2,7.7,5.3,6.4,7.7,7,8,8,7,8,7,8,7,7,7,7,7,0,0,0,0,0.2,0,0,0,0,1.7,0.6,0,0.21,97.9,Not Placed,2026-01-21 06:00:00
231FA04083,CSE,2027,8.81,Yes,3,3,4,8.2,8.5,7.5,6.5,7.3,7.4,7.6,6.1,7,7.2,4.5,8.4,9,8,8,7,7,6,6,7,7,6,9,9,0.8,0,0.5,0.5,0,0,0,0.9,0,0,4.5,0.6,0.65,93.5,Placed,2026-01-21 12:00:00
231FA04084,CSE,2027,9,No,0,2,5,7.3,7.5,6.5,7.9,6.1,6.3,7.9,7.6,5.5,9.1,6.2,7,8,7,8,7,7,7,7,7,6,6,8,7,0.7,0,1.5,0,0.9,0.7,0,0,0.5,0,1.8,0,0.51,94.9,Placed,2026-01-21 18:00:00
231FA04085,CSE,2027,7.19,No,0,4,2,9,4.2,4.6,7.3,3.7,4.2,8.2,6.3,9.5,5.5,6.4,7.5,8,8,8,8,8,6,7,7,7,6,9,7,0,3.8,3.4,0.7,4.3,1.8,0,0.7,0,0.5,2.6,0,1.48,85.2,Not Placed,2026-01-22 00:00:00
231FA04086,CSE,2027,7.36,No,0,4,4,7.6,6.7,6.2,7.3,8.7,7.9,6.2,5.7,6.1,5.4,7.2,8,8,9,8,7,8,7,8,7,7,7,8,8,0.4,2.3,1.8,0,0,0,1.8,1.3,0.9,1.6,0.8,0,0.91,90.9,Placed,2026-01-22 06:00:00
231FA04087,CSE-AIML,2027,7.86,No,0,5,2,6.9,9.2,9.3,7.4,7.9,5.9,6.6,8.6,6.3,8.9,8.4,8,7,8,9,6,8,8,6,7,7,8,8,8,0.1,0,0,0,0.1,2.1,0,0,0.7,0,0,0,0.25,97.5,Not Placed,2026-01-22 12:00:00
231FA04088,CSE-AIML,2027,7.9,Yes,6,6,2,5.9,7,8.2,6.1,7.1,8.3,6.6,6.3,5.1,6.9,8.3,6.3,7,8,8,7,8,8,7,7,7,7,8,7,1.1,1,0,0.9,0.9,0,0.4,0.7,1.9,0.1,0,0.7,0.64,93.6,Not Placed,2026-01-22 18:00:00
231FA04089,CSE-DS,2027,8.14,No,0,4,3,7.1,6.8,6.2,8.1,9.1,8.3,6.2,9.5,8.3,6.5,6.1,8.4,9,7,9,7,9,8,6,7,7,7,9,8,1.9,0.2,2.8,0,0,0,0,0,0,0.5,2.9,0,0.69,93.1,Not Placed,2026-01-23 00:00:00
231FA04090,CSE,2027,9.16,Yes,8,3,2,7.5,6.2,7.1,6.7,6.2,8.5,8.2,8.3,8.3,6.1,6.5,9.1,8,7,8,8,7,6,7,7,6,7,8,8,0.5,0.8,0.9,1.3,0.8,0,0,0,0,0.9,1.5,0,0.56,94.4,Placed,2026-01-23 06:00:00
231FA04091,CSE,2027,7.52,Yes,8,4,1,7.1,5.1,7.2,7.8,7.6,5.8,9.3,5.1,7.1,9.1,7.7,8,8,9,8,7,8,7,7,7,7,6,8,9,0.9,3.9,0.8,0,0.4,1.2,0,1.9,0,0,0.3,1,0.87,91.3,Not Placed,2026-01-23 12:00:00
231FA04092,CSE-AIML,2027,7.05,No,0,2,2,5.2,6.9,6.5,5.1,7.6,5.5,5.6,7.1,6.3,6.7,6.3,8.3,8,8,7,7,8,7,7,6,8,8,8,7,2.8,1.1,0.5,1.9,0.4,1.5,1.4,0,1.7,1.3,1.7,0,1.19,88.1,Not Placed,2026-01-23 18:00:00
231FA04093,CSE-AIML,2027,6.62,Yes,3,7,4,6.2,6.8,8,6.1,6.1,7.6,8.5,8.6,7.5,6.5,7.7,8.1,8,9,9,6,7,7,7,7,7,7,8,9,1.8,2.2,1,0,0.9,0,0,0,0,0.5,0.3,0.9,0.63,93.7,Placed,2026-01-24 00:00:00
231FA04094,CSE-AIML,2027,7.1,No,0,4,1,7,8.2,5.4,5.8,8,4.8,6,5.8,4.7,6.4,7.6,6.9,7,8,8,7,8,6,7,7,6,7,8,9,0,0,2.6,1.2,0,1.2,1,1.2,1.3,0.6,0.4,2.1,0.97,90.3,Placed,2026-01-24 06:00:00
231FA04095,CSE-AIML,2027,7.63,No,0,2,3,7.7,8.2,6.2,10,6.3,6.4,5.8,7.4,6.3,6.6,6.4,6.4,8,9,7,7,9,8,8,7,7,8,7,9,0.3,0.8,0.8,0,2.7,1.6,2.2,0,0.7,1.4,0.6,2.6,1.14,88.6,Not Placed,2026-01-24 12:00:00
231FA04096,CSE,2027,9,No,0,2,3,7.2,6.4,6.5,8.3,6.6,7.5,5.9,6.4,5.4,9.3,8.7,7.7,8,8,8,7,9,7,7,7,7,7,7,7,0.8,1.6,1.5,0,2.4,0,1.1,0.6,1.6,0,0,0,0.8,92,Placed,2026-01-24 18:00:00
231FA04097,CSE,2027,7.26,No,0,7,2,9.8,8.1,6.9,7.6,8.9,6.1,5.7,7.7,6.4,4.3,5.6,6.8,8,8,8,7,9,7,8,8,7,7,8,8,0,0,1.1,0,0.1,0.9,2.3,0.3,0.6,2.7,2.4,1.2,0.97,90.3,Placed,2026-01-25 00:00:00
231FA04098,CSE,2027,7.82,Yes,4,5,3,7.4,7.4,9.8,7,7.7,5.3,7.3,7.7,5.6,6.1,7.9,6.6,7,9,8,6,9,7,7,7,7,7,9,8,0,1.6,0,0,1.3,1.7,0,0,1.4,0.9,1.1,1.4,0.78,92.2,Not Placed,2026-01-25 06:00:00
231FA04099,CSE,2027,7.64,Yes,2,3,4,7,7.8,9.7,6.8,9.3,4.7,7.3,6.7,6.4,7.9,6.8,4.6,9,7,8,6,8,7,7,6,8,8,9,9,2,0,0,0,0,2.3,0,0,1.6,0.1,2.2,4.4,1.05,89.5,Placed,2026-01-25 12:00:00
231FA04100,CSE,2027,8.54,Yes,10,4,2,5.3,8.2,5.2,8.2,7.4,7,7.1,7.9,5.8,7.3,5.8,7.5,7,8,8,6,9,7,7,7,6,6,9,7,1.7,0,2.8,0,1.6,0,0,0,0.2,0,3.2,0,0.79,92.1,Placed,2026-01-25 18:00:00
231FA04101,CSE,2027,9.55,Yes,4,7,1,8.5,7.9,8.5,6.9,7.7,7.4,7.4,6.7,7.2,6.3,5.6,6.9,8,8,7,7,8,7,8,7,7,8,8,8,0,0.1,0,0.1,0.3,0,0.6,0.3,0,1.7,2.4,1.1,0.55,94.5,Placed,2026-01-26 00:00:00
231FA04102,CSE-AIML,2027,7.25,Yes,5,3,1,7.6,7.1,5.2,6.3,7.7,6.2,5,9.6,6.6,5.3,7,6.7,8,7,8,7,9,7,7,8,6,8,9,7,0.4,0,2.8,0.7,1.3,0.8,2,0,0,2.7,2,0.3,1.08,89.2,Placed,2026-01-26 06:00:00
231FA04103,CSE,2027,7.28,No,0,5,3,5.1,7.1,8.2,6.7,4.4,7.4,7.7,6.3,6.3,9.8,6.2,5.6,8,9,8,7,8,6,7,7,7,6,9,8,2.9,1.9,0,0.3,3.6,0,0,0.7,0.7,0,2.8,2.4,1.27,87.3,Placed,2026-01-26 12:00:00
231FA04104,CSE,2027,8.43,No,0,1,7,7.1,7.8,7.7,4,6.2,8.5,7.5,5.5,8.6,8.3,6.7,8.2,7,8,9,7,7,8,8,8,7,7,8,7,0,0.2,1.3,3,0.8,0,0.5,2.5,0,0,1.3,0,0.8,92,Placed,2026-01-26 18:00:00
231FA04105,CSE-DS,2027,8.16,Yes,4,5,2,9.8,6,8,9.8,8.1,6.3,7.6,9,6,7.3,7,6.5,7,8,8,7,8,7,6,7,8,8,8,8,0,2,0,0,0,0.7,0,0,2,0.7,1,1.5,0.66,93.4,Not Placed,2026-01-27 00:00:00
231FA04106,CSE,2027,9.04,Yes,10,4,3,7.7,7.3,8.2,8.9,5.8,7.5,7.4,7.7,7.4,6.2,9.2,9.8,8,9,8,7,7,7,7,7,7,6,8,8,0.3,1.7,0,0,1.2,0,0,0,0,0,0,0,0.27,97.3,Placed,2026-01-27 06:00:00
231FA04107,CSE,2027,8.09,Yes,10,6,3,8.2,8.2,7.6,8.7,4.4,7.5,6.8,7.7,8.8,7.5,7,5.7,9,9,8,8,8,8,7,7,7,7,7,9,0.8,0.8,0.4,0,3.6,0.5,0.2,0,0,0,0,3.3,0.8,92,Placed,2026-01-27 12:00:00
231FA04108,CSE-AIML,2027,7.38,Yes,4,3,5,7,8,6.1,4.6,10,7.6,6.9,8.9,7.3,8.8,8.7,5.5,7,8,7,8,7,7,7,7,7,7,7,7,0,0,0.9,3.4,0,0,0.1,0,0,0,0,1.5,0.49,95.1,Placed,2026-01-27 18:00:00
231FA04109,CSE,2027,8.09,No,0,5,3,7.7,9.3,5.9,5.9,6.1,8.3,7.5,4.7,7.6,6.8,7,6.1,8,8,7,6,8,7,6,6,6,6,8,7,0.3,0,1.1,0.1,1.9,0,0,1.3,0,0,1,0.9,0.55,94.5,Not Placed,2026-01-28 00:00:00
231FA04110,CSE,2027,8.48,Yes,12,3,2,7.6,8.4,6.3,5,6.7,8.1,6.6,5.2,8.1,8.9,7.1,5.1,8,8,8,7,9,7,7,7,7,7,8,9,0.4,0,1.7,2,2.3,0,0.4,1.8,0,0,0.9,3.9,1.12,88.8,Placed,2026-01-28 06:00:00
231FA04111,CSE,2027,8.27,Yes,8,5,1,6.8,7.4,6.2,8,6.1,7.3,6.9,8,7.2,7,6.2,7.3,8,8,8,6,8,6,7,7,6,8,8,9,1.2,0.6,1.8,0,1.9,0,0.1,0,0,1,1.8,1.7,0.84,91.6,Not Placed,2026-01-28 12:00:00
231FA04112,CSE,2027,8.03,Yes,8,5,2,6.9,6.2,7.5,7.7,6.8,8.4,7.6,5.7,8.9,8.2,8.5,7.8,8,8,9,7,7,7,8,6,6,6,7,8,1.1,1.8,1.5,0,0.2,0,0.4,0.3,0,0,0,0.2,0.46,95.4,Placed,2026-01-28 18:00:00
231FA04113,CSE-DS,2027,8.45,No,0,1,3,3.8,8.1,6.8,7.2,7.4,9.2,6.1,6.1,5.7,5.4,5.4,4.4,8,7,8,7,8,7,7,7,7,8,9,7,4.2,0,1.2,0,0.6,0,0.9,0.9,1.3,2.6,3.6,2.6,1.49,85.1,Placed,2026-01-29 00:00:00
231FA04114,CSE-DS,2027,8.53,No,0,4,5,7.8,9.8,9.9,6.2,6.9,8.8,7.8,7.5,7,8.8,5.9,7.9,7,8,8,7,9,7,7,6,6,7,8,8,0,0,0,0.8,2.1,0,0,0,0,0,2.1,0.1,0.42,95.8,Placed,2026-01-29 06:00:00
231FA04115,CSE-AIML,2027,8.69,Yes,2,3,3,7.7,7.3,8.2,7.3,6.6,7.4,5.2,8,8.3,6.4,6.1,6.5,7,8,8,7,8,8,7,7,8,7,8,8,0,0.7,0,0,1.4,0.6,1.8,0,0,0.6,1.9,1.5,0.71,92.9,Placed,2026-01-29 12:00:00
231FA04116,CSE-DS,2027,8.14,Yes,3,4,2,7.1,7.4,9.2,9,8.2,7.3,6,9.3,6.9,7.5,8,7.2,8,8,8,7,9,6,7,7,7,7,8,8,0.9,0.6,0,0,0.8,0,1,0,0.1,0,0,0.8,0.35,96.5,Placed,2026-01-29 18:00:00
231FA04117,CSE-DS,2027,7.52,Yes,12,3,2,8.4,7.5,8.2,7.5,6.9,7,6.8,5.3,5.7,7.8,5.3,6.4,8,8,9,7,8,7,8,7,7,7,7,9,0,0.5,0.8,0,1.1,0,1.2,1.7,1.3,0,1.7,2.6,0.91,90.9,Not Placed,2026-01-30 00:00:00
231FA04118,CSE,2027,7.76,Yes,4,4,3,5.9,6.6,7,6.7,5.4,6.9,6,6.4,8.1,8.4,5.5,9.1,9,8,7,8,8,6,7,7,6,6,8,9,3.1,1.4,0,1.3,2.6,0,1,0.6,0,0,2.5,0,1.04,89.6,Not Placed,2026-01-30 06:00:00
231FA04119,CSE-DS,2027,8.55,No,0,4,2,6.4,6.3,5.9,7.1,9.5,5.1,4.5,7.4,7.8,7.1,7.8,5.6,8,9,9,7,8,6,7,7,6,7,7,9,1.6,2.7,3.1,0,0,0.9,2.5,0,0,0,0,3.4,1.18,88.2,Placed,2026-01-30 12:00:00
231FA04120,CSE,2027,7.04,Yes,8,3,4,5.8,7.1,9.2,7.7,7.7,5.6,7.5,5.5,9.2,5.7,6,5.1,8,7,8,8,8,8,6,6,6,7,9,8,2.2,0,0,0.3,0.3,2.4,0,0.5,0,1.3,3,2.9,1.08,89.2,Placed,2026-01-30 18:00:00
231FA04121,CSE-DS,2027,7.93,Yes,8,4,3,7.3,7.3,9.1,8.2,6.2,8.3,5.7,6.3,7.4,5.8,8.5,10,8,8,7,6,8,8,7,7,6,8,9,8,0.7,0.7,0,0,1.8,0,1.3,0.7,0,2.2,0.5,0,0.66,93.4,Not Placed,2026-01-31 00:00:00
231FA04122,CSE-DS,2027,7.35,Yes,12,5,2,6.8,6.3,7,6.4,7.5,5.5,7.5,9.5,4.6,5.7,6.6,7.8,9,7,7,8,8,7,7,7,8,7,8,8,2.2,0.7,0,1.6,0.5,1.5,0,0,3.4,1.3,1.4,0.2,1.07,89.3,Placed,2026-01-31 06:00:00
231FA04123,CSE,2027,7.67,No,0,3,1,7.8,7.7,4.6,5.8,5.5,6.6,6.7,5,6.1,7.4,5.9,6.4,8,9,7,7,8,6,7,6,7,7,7,7,0.2,1.3,2.4,1.2,2.5,0,0.3,1,0.9,0,1.1,0.6,0.96,90.4,Placed,2026-01-31 12:00:00
231FA04124,CSE,2027,8.61,Yes,2,1,2,9,9.4,4.2,7,10,7.5,6.9,8.5,7.2,7.8,6.6,7.2,8,8,9,7,7,7,7,7,7,8,7,8,0,0,4.8,0,0,0,0.1,0,0,0.2,0.4,0.8,0.52,94.8,Placed,2026-01-31 18:00:00
231FA04125,CSE,2027,7.79,No,0,5,4,7.7,8.3,6.6,6.6,4.8,6.7,8.4,7.8,5.9,4.8,7,8.3,8,7,8,7,8,8,7,7,8,8,8,7,0.3,0,1.4,0.4,3.2,1.3,0,0,2.1,3.2,1,0,1.08,89.2,Placed,2026-02-01 00:00:00
231FA04126,CSE,2027,7.68,Yes,3,1,1,6,4.8,5.9,7,8.2,6.3,8,7.8,5.2,8.2,7,5.1,8,7,9,7,8,7,7,7,8,6,8,9,2,2.2,3.1,0,0,0.7,0,0,2.8,0,1,3.9,1.31,86.9,Placed,2026-02-01 06:00:00
231FA04127,CSE-DS,2027,6.63,Yes,2,4,1,9,6.6,4.4,5.9,5.6,5.9,6.2,6.5,6.4,6.7,7.5,5.9,8,7,9,6,9,6,7,8,8,6,8,8,0,0.4,4.6,0.1,3.4,0.1,0.8,1.5,1.6,0,0.5,2.1,1.26,87.4,Not Placed,2026-02-01 12:00:00
231FA04128,CSE-DS,2027,8.21,Yes,4,3,1,8.5,5.5,7.8,9,6.8,7.2,5.8,6.3,8.9,7.9,7.5,4.6,9,9,8,7,9,8,7,8,7,7,8,8,0.5,3.5,0.2,0,2.2,0.8,1.2,1.7,0,0,0.5,3.4,1.17,88.3,Placed,2026-02-01 18:00:00
231FA04129,CSE,2027,8.13,Yes,8,3,1,6.1,9.1,7.5,7.6,7.2,6.2,7.4,5.1,5,6,7.2,5,8,8,8,7,9,7,7,7,7,7,9,9,1.9,0,0.5,0,1.8,0.8,0,1.9,2,1,1.8,4,1.31,86.9,Not Placed,2026-02-02 00:00:00
231FA04130,CSE,2027,9.27,No,0,1,2,7,5.6,5.8,8.5,6.9,5.7,7.1,5,7.3,8.2,7.7,9.5,8,8,9,7,8,6,7,6,7,8,8,7,1,2.4,3.2,0,1.1,0.3,0,1,0,0,0.3,0,0.78,92.2,Placed,2026-02-02 06:00:00
231FA04131,CSE,2027,7.42,Yes,4,3,3,4.6,7.1,5.3,6.8,7,9.8,6.9,6.9,8.2,6.9,9.3,7.8,8,9,8,8,9,7,6,6,8,7,9,8,3.4,1.9,2.7,1.2,2,0,0,0,0,0.1,0,0.2,0.96,90.4,Placed,2026-02-02 12:00:00
231FA04132,CSE,2027,7.81,Yes,6,2,3,8,4.6,9.4,6.1,6.9,6.1,5.7,5.4,7.1,4.5,6.6,8.3,7,7,8,7,7,7,7,6,8,7,7,8,0,2.4,0,0.9,0.1,0.9,1.3,0.6,0.9,2.5,0.4,0,0.83,91.7,Placed,2026-02-02 18:00:00
231FA04133,CSE,2027,7.84,Yes,3,4,2,7.9,7.6,6,5.1,8.4,6.5,7,6.9,7.9,9.4,8.9,4.2,9,7,8,8,8,6,6,7,7,7,8,8,1.1,0,2,2.9,0,0,0,0.1,0,0,0,3.8,0.82,91.8,Not Placed,2026-02-03 00:00:00
231FA04134,CSE,2027,8.83,Yes,2,5,2,7,5.7,8.6,7.4,8.2,6.9,6.1,6.3,5.5,5.8,5.6,6.1,8,8,9,8,9,8,7,8,7,7,8,8,1,2.3,0.4,0.6,0.8,1.1,0.9,1.7,1.5,1.2,2.4,1.9,1.32,86.8,Placed,2026-02-03 06:00:00
231FA04135,CSE-DS,2027,7.58,Yes,8,7,1,6,7.8,7.8,7.8,8.8,7.2,6.4,10,8.5,7.5,7.4,7.7,7,8,8,7,9,6,7,7,7,8,8,8,1,0.2,0.2,0,0.2,0,0.6,0,0,0.5,0.6,0.3,0.3,97,Placed,2026-02-03 12:00:00
231FA04136,CSE,2027,7.86,Yes,6,4,3,6.9,7.4,7.8,6.3,5.1,4.6,8.3,5.2,7.8,5.7,5.8,6.3,7,8,8,7,7,7,8,7,6,8,8,9,0.1,0.6,0.2,0.7,1.9,2.4,0,1.8,0,2.3,2.2,2.7,1.24,87.6,Placed,2026-02-03 18:00:00
231FA04137,CSE,2027,8.11,No,0,3,1,7,5.2,6,6.7,5.2,8.5,4.6,6.5,8.4,5.1,6.6,6.9,9,8,9,8,8,7,8,7,7,7,9,7,2,2.8,3,1.3,2.8,0,3.4,0.5,0,1.9,2.4,0.1,1.68,83.2,Placed,2026-02-04 00:00:00
231FA04138,CSE-AIML,2027,7.79,Yes,2,3,1,5.9,6.8,7.6,6.3,7.9,7.4,6.2,8.3,6,8,6,6.5,8,9,8,7,8,8,6,7,7,7,7,7,2.1,2.2,0.4,0.7,0.1,0.6,0,0,1,0,1,0.5,0.72,92.8,Placed,2026-02-04 06:00:00
231FA04139,CSE,2027,7.32,Yes,8,3,2,6.7,7.3,3.9,7.5,6.8,7.2,7.5,7.4,4.4,5.6,7.3,7.1,8,7,8,6,7,8,8,7,7,8,7,8,1.3,0,4.1,0,0.2,0.8,0.5,0,2.6,2.4,0,0.9,1.07,89.3,Not Placed,2026-02-04 12:00:00
231FA04140,CSE-DS,2027,7.8,No,0,2,3,5.8,7.7,6.4,7.8,8.3,7.1,7.4,6,7.9,7,6.4,5.2,7,8,8,7,9,7,7,6,7,7,8,8,1.2,0.3,1.6,0,0.7,0,0,0,0,0,1.6,2.8,0.68,93.2,Placed,2026-02-04 18:00:00
231FA04141,CSE-DS,2027,8.46,Yes,5,2,2,6.4,5.6,7.9,8.5,8.1,10,6.4,7.7,5.5,6.7,5.1,7.7,8,9,9,7,8,7,6,7,7,8,9,8,1.6,3.4,1.1,0,0,0,0,0,1.5,1.3,3.9,0.3,1.09,89.1,Not Placed,2026-02-05 00:00:00
231FA04142,CSE,2027,6.88,No,0,3,2,6.2,4,5.7,8.8,7.1,7.6,6.8,6.4,6.6,6.9,5.2,7.5,8,9,8,7,9,8,8,8,7,7,9,7,1.8,5,2.3,0,1.9,0.4,1.2,1.6,0.4,0.1,3.8,0,1.54,84.6,Placed,2026-02-05 06:00:00
231FA04143,CSE,2027,7.75,Yes,10,5,3,8.7,7,6.6,6.4,9.5,6.7,8.1,7.1,7,6.3,6.1,8.2,9,7,8,7,7,7,8,8,7,8,8,8,0.3,0,1.4,0.6,0,0.3,0,0.9,0,1.7,1.9,0,0.59,94.1,Not Placed,2026-02-05 12:00:00
231FA04144,CSE,2027,7.12,No,0,2,1,5.2,7,6.6,7.4,5.7,7.8,6.3,9.7,4.4,9.5,6.3,6.7,8,9,8,6,7,7,7,7,8,8,8,8,2.8,2,1.4,0,1.3,0,0.7,0,3.6,0,1.7,1.3,1.23,87.7,Placed,2026-02-05 18:00:00
231FA04145,CSE,2027,8.55,Yes,6,2,2,6.3,5,6.3,6.6,7.2,8.4,7.2,7.3,7.5,4.8,4.9,5.1,9,8,8,7,8,7,7,7,7,6,8,9,2.7,3,1.7,0.4,0.8,0,0,0,0,1.2,3.1,3.9,1.4,86,Placed,2026-02-06 00:00:00
231FA04146,CSE,2027,6.51,No,0,3,2,6.1,4.2,5.7,4.8,7.1,7.1,6.1,4.1,6.2,6.9,7.5,8.7,7,8,8,7,7,6,6,8,7,8,8,8,0.9,3.8,2.3,2.2,0,0,0,3.9,0.8,1.1,0.5,0,1.29,87.1,Not Placed,2026-02-06 06:00:00
231FA04147,CSE-AIML,2027,7.23,No,0,3,4,8.2,7,6.5,5.9,8.5,7,7.6,6.1,5.3,6.3,6.4,7.1,8,8,7,6,8,7,7,7,7,7,9,8,0,1,0.5,0.1,0,0,0,0.9,1.7,0.7,2.6,0.9,0.7,93,Not Placed,2026-02-06 12:00:00
231FA04148,CSE,2027,7.93,Yes,5,2,2,6,6.9,8.4,4.8,4.2,8.4,5.1,6.4,7.6,6.8,6.8,7,8,8,9,8,7,7,7,7,7,7,9,8,2,1.1,0.6,3.2,2.8,0,1.9,0.6,0,0.2,2.2,1,1.3,87,Placed,2026-02-06 18:00:00
231FA04149,CSE,2027,8.82,No,0,1,3,10,9,6,8.1,7.5,6.8,5.7,7.4,6.4,6.3,5.9,8.1,8,9,8,7,8,7,8,7,7,7,8,9,0,0,2,0,0.5,0.2,2.3,0,0.6,0.7,2.1,0.9,0.78,92.2,Not Placed,2026-02-07 00:00:00
231FA04150,CSE,2027,7.6,Yes,4,4,5,6.3,6.3,8.3,7.1,7.2,8.6,8.9,4.6,7.1,5.5,6.8,7.3,9,8,8,7,8,8,6,8,6,8,8,8,2.7,1.7,0,0,0.8,0,0,3.4,0,2.5,1.2,0.7,1.08,89.2,Not Placed,2026-02-07 06:00:00
231FA04151,CSE-DS,2027,7.23,Yes,3,1,3,6.3,5.4,5.4,7.6,8.6,4.1,6.3,7.6,6.7,5.3,6.1,7.1,9,7,8,7,9,7,7,8,8,7,8,7,2.7,1.6,2.6,0,0.4,2.9,0.7,0.4,1.3,1.7,1.9,0,1.35,86.5,Not Placed,2026-02-07 12:00:00
231FA04152,CSE,2027,9.06,Yes,6,4,3,7,7.4,7.4,6.8,8.5,6.8,6.2,10,7.3,4.2,9,9,8,9,9,7,8,7,6,7,7,7,8,8,1,1.6,1.6,0.2,0,0.2,0,0,0,2.8,0,0,0.62,93.8,Placed,2026-02-07 18:00:00
231FA04153,CSE,2027,6.56,Yes,10,2,2,7.2,7.4,9.3,5.4,6.8,9.1,9.3,6.2,9.1,7.6,8.5,7.6,8,7,9,6,8,6,8,6,7,7,8,8,0.8,0,0,0.6,1.2,0,0,0,0,0,0,0.4,0.25,97.5,Placed,2026-02-08 00:00:00
231FA04154,CSE,2027,6,Yes,10,7,1,7.4,9.8,6.4,9.4,9.6,8.7,6.9,7.3,5.4,6.5,7.8,5.2,8,8,8,6,7,8,7,7,6,6,9,9,0.6,0,1.6,0,0,0,0.1,0,0.6,0,1.2,3.8,0.66,93.4,Not Placed,2026-02-08 06:00:00
231FA04155,CSE-DS,2027,7.98,Yes,4,3,4,6.8,9.6,7,8.5,7.9,6.8,7,7.4,4.6,8.4,7,8.4,8,8,8,7,8,6,7,6,8,6,8,9,1.2,0,1,0,0.1,0,0,0,3.4,0,1,0.6,0.61,93.9,Placed,2026-02-08 12:00:00
231FA04156,CSE,2027,7.27,Yes,5,3,1,7.3,6.6,7,7,8.6,6.9,7.2,5.2,6.7,8.6,7.3,5.4,8,8,7,7,7,8,7,7,8,8,8,9,0.7,1.4,0,0,0,1.1,0,1.8,1.3,0,0.7,3.6,0.88,91.2,Not Placed,2026-02-08 18:00:00
231FA04157,CSE-AIML,2027,6.88,No,0,3,4,5.5,5.8,8,7.9,2.4,6.7,6.9,5.6,6.3,8.4,7.3,6.1,8,8,8,6,9,7,7,8,6,8,8,9,2.5,2.2,0,0,6.6,0.3,0.1,2.4,0,0,0.7,2.9,1.47,85.3,Placed,2026-02-09 00:00:00
231FA04158,CSE-AIML,2027,8.18,No,0,5,1,6.8,6.7,7.4,5.2,6.2,8.3,6.9,6,6,7.9,6.4,7.7,8,8,7,7,9,6,8,6,7,7,8,9,1.2,1.3,0,1.8,2.8,0,1.1,0,1,0,1.6,1.3,1.01,89.9,Not Placed,2026-02-09 06:00:00
231FA04159,CSE,2027,7.83,Yes,12,2,4,6.2,5.6,7.3,6.9,7.9,8.1,6.6,7.5,6.5,7.8,7.3,6.2,8,9,8,7,8,7,7,7,7,7,8,8,1.8,3.4,0.7,0.1,0.1,0,0.4,0,0.5,0,0.7,1.8,0.79,92.1,Placed,2026-02-09 12:00:00
231FA04160,CSE-AIML,2027,7.23,Yes,6,3,2,6,7.2,8.3,8,5.7,5.8,6,6.1,4.6,7.9,6.3,7.4,8,9,9,7,9,7,8,6,7,8,7,8,2,1.8,0.7,0,3.3,1.2,2,0,2.4,0.1,0.7,0.6,1.23,87.7,Not Placed,2026-02-09 18:00:00
231FA04161,CSE,2027,6.69,Yes,8,5,0,6.4,6.8,6,6.8,5.7,6.8,8.7,7.5,7.2,5.2,7.5,7.7,8,8,8,7,9,7,6,8,7,8,8,8,1.6,1.2,2,0.2,3.3,0.2,0,0.5,0,2.8,0.5,0.3,1.05,89.5,Placed,2026-02-10 00:00:00
231FA04162,CSE-AIML,2027,8.3,Yes,6,2,3,7.4,7.3,6.9,7.9,8.8,7.5,5.8,5.9,7.9,5.8,7.3,6.6,7,9,7,7,7,8,7,7,7,6,8,7,0,1.7,0.1,0,0,0.5,1.2,1.1,0,0.2,0.7,0.4,0.49,95.1,Not Placed,2026-02-10 06:00:00
231FA04163,CSE-AIML,2027,8.14,Yes,6,4,3,5.9,8.3,8.1,5.6,7.8,7.7,8.3,7.5,9,7.1,6.9,6,7,8,8,7,8,7,7,6,7,6,8,8,1.1,0,0,1.4,0.2,0,0,0,0,0,1.1,2,0.48,95.2,Placed,2026-02-10 12:00:00
231FA04164,CSE,2027,7.58,Yes,2,5,1,5.9,5.8,7.4,6.8,7.5,5.6,6,6,9.8,6.9,7,7,9,7,8,7,8,7,7,7,7,6,8,9,3.1,1.2,0.6,0.2,0.5,1.4,1,1,0,0,1,2,1,90,Placed,2026-02-10 18:00:00
